kind,split,class,stem,path,size,mode,ok,nonbinary_values
image,train,good,104,train\good\104.png,1024x1024,RGB,True,
image,train,good,105,train\good\105.png,1024x1024,RGB,True,
image,train,good,106,train\good\106.png,1024x1024,RGB,True,
image,train,good,107,train\good\107.png,1024x1024,RGB,True,
image,train,good,108,train\good\108.png,1024x1024,RGB,True,
image,train,good,109,train\good\109.png,1024x1024,RGB,True,
image,train,good,110,train\good\110.png,1024x1024,RGB,True,
image,train,good,111,train\good\111.png,1024x1024,RGB,True,
image,train,good,112,train\good\112.png,1024x1024,RGB,True,
image,train,good,113,train\good\113.png,1024x1024,RGB,True,
image,train,good,114,train\good\114.png,1024x1024,RGB,True,
image,train,good,115,train\good\115.png,1024x1024,RGB,True,
image,train,good,116,train\good\116.png,1024x1024,RGB,True,
image,train,good,117,train\good\117.png,1024x1024,RGB,True,
image,train,good,118,train\good\118.png,1024x1024,RGB,True,
image,train,good,119,train\good\119.png,1024x1024,RGB,True,
image,train,good,120,train\good\120.png,1024x1024,RGB,True,
image,train,good,121,train\good\121.png,1024x1024,RGB,True,
image,train,good,122,train\good\122.png,1024x1024,RGB,True,
image,train,good,123,train\good\123.png,1024x1024,RGB,True,
image,train,good,124,train\good\124.png,1024x1024,RGB,True,
image,train,good,125,train\good\125.png,1024x1024,RGB,True,
image,train,good,126,train\good\126.png,1024x1024,RGB,True,
image,train,good,127,train\good\127.png,1024x1024,RGB,True,
image,train,good,128,train\good\128.png,1024x1024,RGB,True,
image,train,good,129,train\good\129.png,1024x1024,RGB,True,
image,train,good,130,train\good\130.png,1024x1024,RGB,True,
image,train,good,131,train\good\131.png,1024x1024,RGB,True,
image,train,good,132,train\good\132.png,1024x1024,RGB,True,
image,train,good,133,train\good\133.png,1024x1024,RGB,True,
image,train,good,134,train\good\134.png,1024x1024,RGB,True,
image,train,good,135,train\good\135.png,1024x1024,RGB,True,
image,train,good,136,train\good\136.png,1024x1024,RGB,True,
image,train,good,137,train\good\137.png,1024x1024,RGB,True,
image,train,good,138,train\good\138.png,1024x1024,RGB,True,
image,train,good,139,train\good\139.png,1024x1024,RGB,True,
image,train,good,140,train\good\140.png,1024x1024,RGB,True,
image,train,good,141,train\good\141.png,1024x1024,RGB,True,
image,train,good,142,train\good\142.png,1024x1024,RGB,True,
image,train,good,143,train\good\143.png,1024x1024,RGB,True,
image,train,good,144,train\good\144.png,1024x1024,RGB,True,
image,train,good,145,train\good\145.png,1024x1024,RGB,True,
image,train,good,146,train\good\146.png,1024x1024,RGB,True,
image,train,good,147,train\good\147.png,1024x1024,RGB,True,
image,train,good,148,train\good\148.png,1024x1024,RGB,True,
image,train,good,149,train\good\149.png,1024x1024,RGB,True,
image,train,good,150,train\good\150.png,1024x1024,RGB,True,
image,train,good,151,train\good\151.png,1024x1024,RGB,True,
image,train,good,152,train\good\152.png,1024x1024,RGB,True,
image,train,good,153,train\good\153.png,1024x1024,RGB,True,
image,train,good,154,train\good\154.png,1024x1024,RGB,True,
image,train,good,155,train\good\155.png,1024x1024,RGB,True,
image,train,good,156,train\good\156.png,1024x1024,RGB,True,
image,train,good,157,train\good\157.png,1024x1024,RGB,True,
image,train,good,158,train\good\158.png,1024x1024,RGB,True,
image,train,good,159,train\good\159.png,1024x1024,RGB,True,
image,train,good,160,train\good\160.png,1024x1024,RGB,True,
image,train,good,161,train\good\161.png,1024x1024,RGB,True,
image,train,good,162,train\good\162.png,1024x1024,RGB,True,
image,train,good,163,train\good\163.png,1024x1024,RGB,True,
image,train,good,164,train\good\164.png,1024x1024,RGB,True,
image,train,good,165,train\good\165.png,1024x1024,RGB,True,
image,train,good,166,train\good\166.png,1024x1024,RGB,True,
image,train,good,167,train\good\167.png,1024x1024,RGB,True,
image,train,good,168,train\good\168.png,1024x1024,RGB,True,
image,train,good,169,train\good\169.png,1024x1024,RGB,True,
image,train,good,170,train\good\170.png,1024x1024,RGB,True,
image,train,good,171,train\good\171.png,1024x1024,RGB,True,
image,train,good,172,train\good\172.png,1024x1024,RGB,True,
image,train,good,173,train\good\173.png,1024x1024,RGB,True,
image,train,good,174,train\good\174.png,1024x1024,RGB,True,
image,train,good,175,train\good\175.png,1024x1024,RGB,True,
image,train,good,176,train\good\176.png,1024x1024,RGB,True,
image,train,good,177,train\good\177.png,1024x1024,RGB,True,
image,train,good,178,train\good\178.png,1024x1024,RGB,True,
image,train,good,179,train\good\179.png,1024x1024,RGB,True,
image,train,good,180,train\good\180.png,1024x1024,RGB,True,
image,train,good,181,train\good\181.png,1024x1024,RGB,True,
image,train,good,182,train\good\182.png,1024x1024,RGB,True,
image,train,good,183,train\good\183.png,1024x1024,RGB,True,
image,train,good,184,train\good\184.png,1024x1024,RGB,True,
image,train,good,185,train\good\185.png,1024x1024,RGB,True,
image,train,good,186,train\good\186.png,1024x1024,RGB,True,
image,train,good,187,train\good\187.png,1024x1024,RGB,True,
image,train,good,188,train\good\188.png,1024x1024,RGB,True,
image,train,good,189,train\good\189.png,1024x1024,RGB,True,
image,train,good,190,train\good\190.png,1024x1024,RGB,True,
image,train,good,191,train\good\191.png,1024x1024,RGB,True,
image,train,good,192,train\good\192.png,1024x1024,RGB,True,
image,train,good,193,train\good\193.png,1024x1024,RGB,True,
image,train,good,194,train\good\194.png,1024x1024,RGB,True,
image,train,good,195,train\good\195.png,1024x1024,RGB,True,
image,train,good,196,train\good\196.png,1024x1024,RGB,True,
image,train,good,197,train\good\197.png,1024x1024,RGB,True,
image,train,good,198,train\good\198.png,1024x1024,RGB,True,
image,train,good,199,train\good\199.png,1024x1024,RGB,True,
image,train,good,200,train\good\200.png,1024x1024,RGB,True,
image,train,good,201,train\good\201.png,1024x1024,RGB,True,
image,train,good,202,train\good\202.png,1024x1024,RGB,True,
image,train,good,203,train\good\203.png,1024x1024,RGB,True,
image,train,good,204,train\good\204.png,1024x1024,RGB,True,
image,train,good,205,train\good\205.png,1024x1024,RGB,True,
image,train,good,206,train\good\206.png,1024x1024,RGB,True,
image,train,good,207,train\good\207.png,1024x1024,RGB,True,
image,train,good,208,train\good\208.png,1024x1024,RGB,True,
image,train,good,209,train\good\209.png,1024x1024,RGB,True,
image,train,good,210,train\good\210.png,1024x1024,RGB,True,
image,train,good,211,train\good\211.png,1024x1024,RGB,True,
image,train,good,212,train\good\212.png,1024x1024,RGB,True,
image,train,good,213,train\good\213.png,1024x1024,RGB,True,
image,train,good,214,train\good\214.png,1024x1024,RGB,True,
image,train,good,215,train\good\215.png,1024x1024,RGB,True,
image,train,good,216,train\good\216.png,1024x1024,RGB,True,
image,train,good,217,train\good\217.png,1024x1024,RGB,True,
image,train,good,218,train\good\218.png,1024x1024,RGB,True,
image,train,good,219,train\good\219.png,1024x1024,RGB,True,
image,train,good,220,train\good\220.png,1024x1024,RGB,True,
image,train,good,221,train\good\221.png,1024x1024,RGB,True,
image,train,good,222,train\good\222.png,1024x1024,RGB,True,
image,train,good,223,train\good\223.png,1024x1024,RGB,True,
image,test,bent_wire,000,test\bent_wire\000.png,1024x1024,RGB,True,
image,test,bent_wire,001,test\bent_wire\001.png,1024x1024,RGB,True,
image,test,bent_wire,002,test\bent_wire\002.png,1024x1024,RGB,True,
image,test,bent_wire,003,test\bent_wire\003.png,1024x1024,RGB,True,
image,test,bent_wire,004,test\bent_wire\004.png,1024x1024,RGB,True,
image,test,bent_wire,005,test\bent_wire\005.png,1024x1024,RGB,True,
image,test,bent_wire,006,test\bent_wire\006.png,1024x1024,RGB,True,
image,test,bent_wire,007,test\bent_wire\007.png,1024x1024,RGB,True,
image,test,bent_wire,008,test\bent_wire\008.png,1024x1024,RGB,True,
image,test,bent_wire,009,test\bent_wire\009.png,1024x1024,RGB,True,
image,test,bent_wire,010,test\bent_wire\010.png,1024x1024,RGB,True,
image,test,bent_wire,011,test\bent_wire\011.png,1024x1024,RGB,True,
image,test,bent_wire,012,test\bent_wire\012.png,1024x1024,RGB,True,
image,test,cable_swap,000,test\cable_swap\000.png,1024x1024,RGB,True,
image,test,cable_swap,001,test\cable_swap\001.png,1024x1024,RGB,True,
image,test,cable_swap,002,test\cable_swap\002.png,1024x1024,RGB,True,
image,test,cable_swap,003,test\cable_swap\003.png,1024x1024,RGB,True,
image,test,cable_swap,004,test\cable_swap\004.png,1024x1024,RGB,True,
image,test,cable_swap,005,test\cable_swap\005.png,1024x1024,RGB,True,
image,test,cable_swap,006,test\cable_swap\006.png,1024x1024,RGB,True,
image,test,cable_swap,007,test\cable_swap\007.png,1024x1024,RGB,True,
image,test,cable_swap,008,test\cable_swap\008.png,1024x1024,RGB,True,
image,test,cable_swap,009,test\cable_swap\009.png,1024x1024,RGB,True,
image,test,cable_swap,010,test\cable_swap\010.png,1024x1024,RGB,True,
image,test,cable_swap,011,test\cable_swap\011.png,1024x1024,RGB,True,
image,test,combined,000,test\combined\000.png,1024x1024,RGB,True,
image,test,combined,001,test\combined\001.png,1024x1024,RGB,True,
image,test,combined,002,test\combined\002.png,1024x1024,RGB,True,
image,test,combined,003,test\combined\003.png,1024x1024,RGB,True,
image,test,combined,004,test\combined\004.png,1024x1024,RGB,True,
image,test,combined,005,test\combined\005.png,1024x1024,RGB,True,
image,test,combined,006,test\combined\006.png,1024x1024,RGB,True,
image,test,combined,007,test\combined\007.png,1024x1024,RGB,True,
image,test,combined,008,test\combined\008.png,1024x1024,RGB,True,
image,test,combined,009,test\combined\009.png,1024x1024,RGB,True,
image,test,combined,010,test\combined\010.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,000,test\cut_inner_insulation\000.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,001,test\cut_inner_insulation\001.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,002,test\cut_inner_insulation\002.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,003,test\cut_inner_insulation\003.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,004,test\cut_inner_insulation\004.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,005,test\cut_inner_insulation\005.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,006,test\cut_inner_insulation\006.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,007,test\cut_inner_insulation\007.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,008,test\cut_inner_insulation\008.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,009,test\cut_inner_insulation\009.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,010,test\cut_inner_insulation\010.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,011,test\cut_inner_insulation\011.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,012,test\cut_inner_insulation\012.png,1024x1024,RGB,True,
image,test,cut_inner_insulation,013,test\cut_inner_insulation\013.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,000,test\cut_outer_insulation\000.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,001,test\cut_outer_insulation\001.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,002,test\cut_outer_insulation\002.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,003,test\cut_outer_insulation\003.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,004,test\cut_outer_insulation\004.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,005,test\cut_outer_insulation\005.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,006,test\cut_outer_insulation\006.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,007,test\cut_outer_insulation\007.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,008,test\cut_outer_insulation\008.png,1024x1024,RGB,True,
image,test,cut_outer_insulation,009,test\cut_outer_insulation\009.png,1024x1024,RGB,True,
image,test,good,000,test\good\000.png,1024x1024,RGB,True,
image,test,good,001,test\good\001.png,1024x1024,RGB,True,
image,test,good,002,test\good\002.png,1024x1024,RGB,True,
image,test,good,003,test\good\003.png,1024x1024,RGB,True,
image,test,good,004,test\good\004.png,1024x1024,RGB,True,
image,test,good,005,test\good\005.png,1024x1024,RGB,True,
image,test,good,006,test\good\006.png,1024x1024,RGB,True,
image,test,good,007,test\good\007.png,1024x1024,RGB,True,
image,test,good,008,test\good\008.png,1024x1024,RGB,True,
image,test,good,009,test\good\009.png,1024x1024,RGB,True,
image,test,good,010,test\good\010.png,1024x1024,RGB,True,
image,test,good,011,test\good\011.png,1024x1024,RGB,True,
image,test,good,012,test\good\012.png,1024x1024,RGB,True,
image,test,good,013,test\good\013.png,1024x1024,RGB,True,
image,test,good,014,test\good\014.png,1024x1024,RGB,True,
image,test,good,015,test\good\015.png,1024x1024,RGB,True,
image,test,good,016,test\good\016.png,1024x1024,RGB,True,
image,test,good,017,test\good\017.png,1024x1024,RGB,True,
image,test,good,018,test\good\018.png,1024x1024,RGB,True,
image,test,good,019,test\good\019.png,1024x1024,RGB,True,
image,test,good,020,test\good\020.png,1024x1024,RGB,True,
image,test,good,021,test\good\021.png,1024x1024,RGB,True,
image,test,good,022,test\good\022.png,1024x1024,RGB,True,
image,test,good,023,test\good\023.png,1024x1024,RGB,True,
image,test,good,024,test\good\024.png,1024x1024,RGB,True,
image,test,good,025,test\good\025.png,1024x1024,RGB,True,
image,test,good,026,test\good\026.png,1024x1024,RGB,True,
image,test,good,027,test\good\027.png,1024x1024,RGB,True,
image,test,good,028,test\good\028.png,1024x1024,RGB,True,
image,test,good,029,test\good\029.png,1024x1024,RGB,True,
image,test,good,030,test\good\030.png,1024x1024,RGB,True,
image,test,good,031,test\good\031.png,1024x1024,RGB,True,
image,test,good,032,test\good\032.png,1024x1024,RGB,True,
image,test,good,033,test\good\033.png,1024x1024,RGB,True,
image,test,good,034,test\good\034.png,1024x1024,RGB,True,
image,test,good,035,test\good\035.png,1024x1024,RGB,True,
image,test,good,036,test\good\036.png,1024x1024,RGB,True,
image,test,good,037,test\good\037.png,1024x1024,RGB,True,
image,test,good,038,test\good\038.png,1024x1024,RGB,True,
image,test,good,039,test\good\039.png,1024x1024,RGB,True,
image,test,good,040,test\good\040.png,1024x1024,RGB,True,
image,test,good,041,test\good\041.png,1024x1024,RGB,True,
image,test,good,042,test\good\042.png,1024x1024,RGB,True,
image,test,good,043,test\good\043.png,1024x1024,RGB,True,
image,test,good,044,test\good\044.png,1024x1024,RGB,True,
image,test,good,045,test\good\045.png,1024x1024,RGB,True,
image,test,good,046,test\good\046.png,1024x1024,RGB,True,
image,test,good,047,test\good\047.png,1024x1024,RGB,True,
image,test,good,048,test\good\048.png,1024x1024,RGB,True,
image,test,good,049,test\good\049.png,1024x1024,RGB,True,
image,test,good,050,test\good\050.png,1024x1024,RGB,True,
image,test,good,051,test\good\051.png,1024x1024,RGB,True,
image,test,good,052,test\good\052.png,1024x1024,RGB,True,
image,test,good,053,test\good\053.png,1024x1024,RGB,True,
image,test,good,054,test\good\054.png,1024x1024,RGB,True,
image,test,good,055,test\good\055.png,1024x1024,RGB,True,
image,test,good,056,test\good\056.png,1024x1024,RGB,True,
image,test,good,057,test\good\057.png,1024x1024,RGB,True,
image,test,missing_cable,000,test\missing_cable\000.png,1024x1024,RGB,True,
image,test,missing_cable,001,test\missing_cable\001.png,1024x1024,RGB,True,
image,test,missing_cable,002,test\missing_cable\002.png,1024x1024,RGB,True,
image,test,missing_cable,003,test\missing_cable\003.png,1024x1024,RGB,True,
image,test,missing_cable,004,test\missing_cable\004.png,1024x1024,RGB,True,
image,test,missing_cable,005,test\missing_cable\005.png,1024x1024,RGB,True,
image,test,missing_cable,006,test\missing_cable\006.png,1024x1024,RGB,True,
image,test,missing_cable,007,test\missing_cable\007.png,1024x1024,RGB,True,
image,test,missing_cable,008,test\missing_cable\008.png,1024x1024,RGB,True,
image,test,missing_cable,009,test\missing_cable\009.png,1024x1024,RGB,True,
image,test,missing_cable,010,test\missing_cable\010.png,1024x1024,RGB,True,
image,test,missing_cable,011,test\missing_cable\011.png,1024x1024,RGB,True,
image,test,missing_wire,000,test\missing_wire\000.png,1024x1024,RGB,True,
image,test,missing_wire,001,test\missing_wire\001.png,1024x1024,RGB,True,
image,test,missing_wire,002,test\missing_wire\002.png,1024x1024,RGB,True,
image,test,missing_wire,003,test\missing_wire\003.png,1024x1024,RGB,True,
image,test,missing_wire,004,test\missing_wire\004.png,1024x1024,RGB,True,
image,test,missing_wire,005,test\missing_wire\005.png,1024x1024,RGB,True,
image,test,missing_wire,006,test\missing_wire\006.png,1024x1024,RGB,True,
image,test,missing_wire,007,test\missing_wire\007.png,1024x1024,RGB,True,
image,test,missing_wire,008,test\missing_wire\008.png,1024x1024,RGB,True,
image,test,missing_wire,009,test\missing_wire\009.png,1024x1024,RGB,True,
image,test,poke_insulation,000,test\poke_insulation\000.png,1024x1024,RGB,True,
image,test,poke_insulation,001,test\poke_insulation\001.png,1024x1024,RGB,True,
image,test,poke_insulation,002,test\poke_insulation\002.png,1024x1024,RGB,True,
image,test,poke_insulation,003,test\poke_insulation\003.png,1024x1024,RGB,True,
image,test,poke_insulation,004,test\poke_insulation\004.png,1024x1024,RGB,True,
image,test,poke_insulation,005,test\poke_insulation\005.png,1024x1024,RGB,True,
image,test,poke_insulation,006,test\poke_insulation\006.png,1024x1024,RGB,True,
image,test,poke_insulation,007,test\poke_insulation\007.png,1024x1024,RGB,True,
image,test,poke_insulation,008,test\poke_insulation\008.png,1024x1024,RGB,True,
image,test,poke_insulation,009,test\poke_insulation\009.png,1024x1024,RGB,True,
mask,ground_truth,bent_wire,000_mask,ground_truth\bent_wire\000_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,001_mask,ground_truth\bent_wire\001_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,002_mask,ground_truth\bent_wire\002_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,003_mask,ground_truth\bent_wire\003_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,004_mask,ground_truth\bent_wire\004_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,005_mask,ground_truth\bent_wire\005_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,006_mask,ground_truth\bent_wire\006_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,007_mask,ground_truth\bent_wire\007_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,008_mask,ground_truth\bent_wire\008_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,009_mask,ground_truth\bent_wire\009_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,010_mask,ground_truth\bent_wire\010_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,011_mask,ground_truth\bent_wire\011_mask.png,1024x1024,L,True,0
mask,ground_truth,bent_wire,012_mask,ground_truth\bent_wire\012_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,000_mask,ground_truth\cable_swap\000_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,001_mask,ground_truth\cable_swap\001_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,002_mask,ground_truth\cable_swap\002_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,003_mask,ground_truth\cable_swap\003_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,004_mask,ground_truth\cable_swap\004_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,005_mask,ground_truth\cable_swap\005_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,006_mask,ground_truth\cable_swap\006_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,007_mask,ground_truth\cable_swap\007_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,008_mask,ground_truth\cable_swap\008_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,009_mask,ground_truth\cable_swap\009_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,010_mask,ground_truth\cable_swap\010_mask.png,1024x1024,L,True,0
mask,ground_truth,cable_swap,011_mask,ground_truth\cable_swap\011_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,000_mask,ground_truth\combined\000_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,001_mask,ground_truth\combined\001_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,002_mask,ground_truth\combined\002_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,003_mask,ground_truth\combined\003_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,004_mask,ground_truth\combined\004_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,005_mask,ground_truth\combined\005_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,006_mask,ground_truth\combined\006_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,007_mask,ground_truth\combined\007_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,008_mask,ground_truth\combined\008_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,009_mask,ground_truth\combined\009_mask.png,1024x1024,L,True,0
mask,ground_truth,combined,010_mask,ground_truth\combined\010_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,000_mask,ground_truth\cut_inner_insulation\000_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,001_mask,ground_truth\cut_inner_insulation\001_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,002_mask,ground_truth\cut_inner_insulation\002_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,003_mask,ground_truth\cut_inner_insulation\003_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,004_mask,ground_truth\cut_inner_insulation\004_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,005_mask,ground_truth\cut_inner_insulation\005_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,006_mask,ground_truth\cut_inner_insulation\006_mask.png,1024x1024,L,True,0
